"beta","beta_star0","step0","seconds","trials","beta_star_final","beta_star_mean_tail","beta_star_sd_tail"
5,6,0.1,5679.83359909058,100000,4.18999999999959,4.36559179999969,0.122586207708403
3,4,0.1,5679.83359909058,100000,2.75000000000013,2.8180262000001,0.101281307612129
2,1,0.1,5679.83359909058,100000,2.4399999999998,2.53072099999986,0.086970784964566
1,1,0.05,5679.83359909058,100000,0.790000000000003,0.755461400000021,0.0968957629920839
0.9,1,0.03,5679.83359909058,100000,0.999999999999941,0.912858039999944,0.0585787490200568
0.7,1,0.03,5679.83359909058,100000,0.813999999999985,0.758532039999994,0.0565003389299946
0.5,1,0.01,5679.83359909058,100000,0.479000000000013,0.45709960000001,0.0310746165298288
0.3,1,0.01,5679.83359909058,100000,0.220000000000017,0.291227080000012,0.0314366493114639
0.1,1,0.01,5679.83359909058,100000,0.12500001,0.39123681,0.526944219941703
