#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:sequences" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:sequences" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:sequences" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.sequences" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:sequences" name="distribution" x="@birthRate.t:sequences">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@sequences" id="treeLikelihood.sequences" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sequences">
#            <siteModel id="SiteModel.s:sequences" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sequences" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sequences" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sequences" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:sequences" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:sequences" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:sequences" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate
62000	-7273.545372577108	-7323.840734646125	50.29536206901814	-7323.840734646125	0.07791134030636766	1.0859028119386622	50.29536206901814	22.057049415576756
63000	-7273.5966890325835	-7322.8794639150765	49.28277488249318	-7322.8794639150765	0.08537468103347326	1.130505474866272	49.28277488249318	19.934373301779235
64000	-7270.001418642637	-7319.437819679931	49.43640103729367	-7319.437819679931	0.0795026959832426	1.1203334886720708	49.43640103729367	23.537767442081375
65000	-7273.77160784947	-7323.183084669011	49.41147681954116	-7323.183084669011	0.08099465668118674	1.1200515743442974	49.41147681954116	19.189411193884357
66000	-7273.113234159152	-7322.841264721209	49.728030562057384	-7322.841264721209	0.08014735612850424	1.1099574864752264	49.728030562057384	22.91970161264363
67000	-7269.338807472169	-7318.561324658614	49.222517186445074	-7318.561324658614	0.07812551063859155	1.1350089102163559	49.222517186445074	21.803739726833452
68000	-7271.554712943482	-7320.951584441119	49.39687149763697	-7320.951584441119	0.08218156361025791	1.1258891411103849	49.39687149763697	20.25696469795499
69000	-7273.569206881984	-7322.774284475227	49.205077593243026	-7322.774284475227	0.07764838742567515	1.1183434140283173	49.205077593243026	25.530653990681426
70000	-7280.865977015275	-7330.0341510225535	49.16817400727826	-7330.0341510225535	0.08056847154908281	1.1010027178028372	49.16817400727826	16.65594995923013
71000	-7273.852517891797	-7322.749979476073	48.897461584276215	-7322.749979476073	0.08233287829357802	1.080611131958847	48.897461584276215	31.06278060962146
72000	-7269.7795622016665	-7319.109103072321	49.32954087065447	-7319.109103072321	0.07656360867594744	1.126900271598447	49.32954087065447	23.04282460468981
73000	-7269.41853024269	-7316.252777162439	46.8342469197485	-7316.252777162439	0.08350535992948699	1.1231644067921467	46.8342469197485	33.044172813271835
74000	-7270.40319375069	-7320.194691230095	49.79149747940481	-7320.194691230095	0.08570342634921549	1.1067275602908824	49.79149747940481	23.08634284942192
75000	-7269.578587904826	-7318.435838490051	48.85725058522411	-7318.435838490051	0.08269367709887725	1.149961083635763	48.85725058522411	19.399334913839862
76000	-7275.357521683737	-7321.798578913059	46.44105722932161	-7321.798578913059	0.08694640463550687	1.1395933158524831	46.44105722932161	12.588524664228604
77000	-7268.345400469514	-7317.7030731623645	49.357672692850784	-7317.7030731623645	0.08168512050028572	1.0975138205908324	49.357672692850784	17.058647005344525
78000	-7263.735219542871	-7314.033201541739	50.29798199886779	-7314.033201541739	0.07621575876910439	1.0855671561560647	50.29798199886779	22.555617894154633
79000	-7268.128004727823	-7317.995689871911	49.86768514408741	-7317.995689871911	0.07253000775741078	1.076013092662552	49.86768514408741	27.893463535243004
80000	-7284.41925829258	-7332.782703984148	48.36344569156829	-7332.782703984148	0.07857865464667353	1.1516604368766337	48.36344569156829	16.793678318245558
81000	-7276.9808265625215	-7327.87877691409	50.89795035156797	-7327.87877691409	0.07534351316019933	1.0536376010462527	50.89795035156797	25.14651046206687
82000	-7271.315139774635	-7321.658515349929	50.34337557529391	-7321.658515349929	0.07802149309183565	1.0806396649338068	50.34337557529391	23.9313748960842
83000	-7271.258087915418	-7320.972701708003	49.71461379258444	-7320.972701708003	0.07886737992126093	1.108532502531033	49.71461379258444	23.532767932394894
84000	-7268.116607188935	-7318.482458739776	50.365851550841406	-7318.482458739776	0.07702712920968244	1.0782413239386557	50.365851550841406	24.347154198956034
85000	-7267.702352770405	-7317.294426933896	49.59207416349069	-7317.294426933896	0.0801573567329066	1.1170085828114467	49.59207416349069	22.4920272647475
86000	-7272.273224012426	-7321.33583284537	49.062608832943965	-7321.33583284537	0.08758828809144319	1.139900552348178	49.062608832943965	19.507972332209203
87000	-7271.780441120285	-7321.3823373876585	49.601896267373405	-7321.3823373876585	0.08498631613984971	1.1011655856927234	49.601896267373405	25.7825307247857
88000	-7270.139381754195	-7319.636135182738	49.49675342854313	-7319.636135182738	0.08326830832858687	1.1153330662645915	49.49675342854313	24.073125028619895
89000	-7272.900749133884	-7321.635443738966	48.734694605081856	-7321.635443738966	0.08038465293979644	1.1495594584482685	48.734694605081856	23.642116576613788
90000	-7271.28999589138	-7322.079272772129	50.78927688074911	-7322.079272772129	0.07546965271793588	1.0637710144811487	50.78927688074911	22.680000618977857
91000	-7270.620423352375	-7319.063371720236	48.44294836786096	-7319.063371720236	0.08645696983170613	1.1725143192315568	48.44294836786096	21.087112498804064
92000	-7268.342114048686	-7318.533452958072	50.19133890938636	-7318.533452958072	0.076093422096522	1.0775473159650946	50.19133890938636	18.990332020949886
93000	-7270.651530930628	-7320.108379794933	49.45684886430528	-7320.108379794933	0.07873915599998435	1.1192300792310277	49.45684886430528	23.592580908266946
94000	-7270.747839169691	-7320.689040152906	49.94120098321479	-7320.689040152906	0.08595381225178408	1.0989476109848693	49.94120098321479	20.24046496612597
95000	-7271.719206492681	-7321.098495887784	49.37928939510341	-7321.098495887784	0.07567859381778662	1.1005065890254146	49.37928939510341	27.03354623155342
96000	-7276.661853611138	-7324.789322948185	48.12746933704706	-7324.789322948185	0.08256662024508155	1.1586056201064452	48.12746933704706	25.753825499045043
97000	-7271.196003421031	-7321.428326625619	50.23232320458814	-7321.428326625619	0.07684841060948763	1.0813354807974345	50.23232320458814	24.89361438451075
98000	-7273.588148699064	-7323.628374550418	50.0402258513542	-7323.628374550418	0.07808801638998068	1.0822357320150269	50.0402258513542	18.667717903166263
99000	-7270.870694876493	-7319.617516633896	48.7468217574034	-7319.617516633896	0.08478373001106985	1.1425050926815803	48.7468217574034	17.716968649024505
100000	-7268.924858350704	-7318.393921559567	49.46906320886336	-7318.393921559567	0.08043915887466443	1.061004135006038	49.46906320886336	31.191915810198488
101000	-7270.02957223272	-7319.967074511229	49.937502278508504	-7319.967074511229	0.08178241342371007	1.1012257247961363	49.937502278508504	22.732033179146292
102000	-7268.097344909944	-7317.336283670958	49.23893876101427	-7317.336283670958	0.08075486034997065	1.1217429091258615	49.23893876101427	24.81351424369494
103000	-7279.449989630835	-7326.766481952625	47.31649232178996	-7326.766481952625	0.0874753349662113	1.2144182328394066	47.31649232178996	16.826406214618206
104000	-7273.39555975311	-7322.000337199434	48.604777446323936	-7322.000337199434	0.08447908861782613	1.1591097624356086	48.604777446323936	18.664672260634113
105000	-7270.800376428964	-7320.07197267221	49.271596243245476	-7320.07197267221	0.08236160724308939	1.1322600715299411	49.271596243245476	22.08516591795616
106000	-7273.860854789588	-7322.280524122037	48.41966933244834	-7322.280524122037	0.08096347549476099	1.083792633765501	48.41966933244834	32.2277553036756
107000	-7269.329643996288	-7318.189762131898	48.86011813561009	-7318.189762131898	0.08730302230256515	1.1343567380795505	48.86011813561009	25.190912925369144
108000	-7275.114477096621	-7325.312350285917	50.19787318929607	-7325.312350285917	0.08042482118258679	1.089898762557925	50.19787318929607	21.41036162386186
109000	-7269.230835890841	-7316.846591889053	47.61575599821234	-7316.846591889053	0.08236392251750399	1.1214895455964322	47.61575599821234	31.096874291642813
110000	-7266.86196458693	-7316.5917930421665	49.72982845523642	-7316.5917930421665	0.07884962454754399	1.1080983399436533	49.72982845523642	23.475322095686106
111000	-7267.765124613082	-7316.809914846967	49.04479023388518	-7316.809914846967	0.08317406728021635	1.1335628706194973	49.04479023388518	18.434982135789472
112000	-7276.915896818049	-7326.1944935165175	49.2785966984682	-7326.1944935165175	0.07568669223404331	1.0920722205368234	49.2785966984682	28.480146515446403
113000	-7272.850609386751	-7322.860148622338	50.00953923558703	-7322.860148622338	0.07529594197692355	1.09439131370881	50.00953923558703	19.99802158223848
114000	-7268.679715479949	-7318.163758103722	49.48404262377363	-7318.163758103722	0.08179596621201282	1.1210809626119687	49.48404262377363	22.763977855666425
115000	-7270.831029263891	-7320.96486888637	50.13383962247931	-7320.96486888637	0.07830247674535841	1.0929593710297574	50.13383962247931	21.46674067420409
116000	-7264.757252665574	-7315.178085640953	50.420832975378964	-7315.178085640953	0.07568096485914903	1.0729748335542642	50.420832975378964	25.068389957488403
117000	-7276.626439055659	-7327.123416353739	50.496977298080424	-7327.123416353739	0.07149296402268579	1.0341371902059833	50.496977298080424	30.448410664166275
118000	-7268.215739024028	-7317.7806929723765	49.56495394834878	-7317.7806929723765	0.07769771524827992	1.119439122888521	49.56495394834878	21.573953823829285
119000	-7271.537288974546	-7321.026265980585	49.48897700603911	-7321.026265980585	0.07965773076806953	1.111055531657151	49.48897700603911	24.91740270523757
